"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Infected","Tp.Cage","Tp.ABX","Tp.Infect","ABX.Infect","Tp.ABX.Infect","NaturalMicro","InfectionStage","InfectStage2","InfectStageDepo","InfectStagePreUM","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"14598","f36c161e4341ca7c0fd5d7615f736706","LK16S004-120",0.635416666666667,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R2_001.fastq.gz","09-01-M7-1","LK16S004_120","Baseline","E3","9/1/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage7","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14620","f36c161e4341ca7c0fd5d7615f736706","LK16S004-186",0.627206645898235,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_186_S190_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_186_S190_R2_001.fastq.gz","09-29-M7-1","LK16S004_186","Baseline","E3","9/29/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp6","Timepoint 6","6","8","None","Infected","Tp6_Cage7","Tp6_None","Tp6_Infected","None_Infected","Tp6_None_Infected","No","6 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14604","f36c161e4341ca7c0fd5d7615f736706","LK16S004-134",0.623188405797101,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_134_S138_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_134_S138_R2_001.fastq.gz","09-01-M11-1","LK16S004_134","Baseline","E3","9/1/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage11","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","CIN3","High ","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2227","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-021",0.622857142857143,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_021_S21_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_021_S21_R2_001.fastq.gz","07-28-M8-3","LK16S004_021","Baseline","E3","7/28/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Mock","Tp1_Cage8","Tp1_None","Tp1_Mock","None_Mock","Tp1_None_Mock","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"14618","f36c161e4341ca7c0fd5d7615f736706","LK16S004-160",0.61875,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_160_S164_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_160_S164_R2_001.fastq.gz","09-16-M8-3","LK16S004_160","Baseline","E3","9/16/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14610","f36c161e4341ca7c0fd5d7615f736706","LK16S004-155",0.610859728506787,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_155_S159_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_155_S159_R2_001.fastq.gz","09-16-M7-1","LK16S004_155","Baseline","E3","9/16/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp5","Timepoint 5","5","6","None","Infected","Tp5_Cage7","Tp5_None","Tp5_Infected","None_Infected","Tp5_None_Infected","No","4 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14666","f36c161e4341ca7c0fd5d7615f736706","LK16S004-248",0.609281437125748,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_248_S252_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_248_S252_R2_001.fastq.gz","10-27-M8-1","LK16S004_248","Baseline","E3","10/27/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp8","Timepoint 8","8","12","None","Mock","Tp8_Cage8","Tp8_None","Tp8_Mock","None_Mock","Tp8_None_Mock","No","10 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14718","f36c161e4341ca7c0fd5d7615f736706","LK16S004-222",0.608116293155663,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_222_S226_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_222_S226_R2_001.fastq.gz","10-13-M8-3","LK16S004_222","Baseline","E3","10/13/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp7","Timepoint 7","7","10","None","Mock","Tp7_Cage8","Tp7_None","Tp7_Mock","None_Mock","Tp7_None_Mock","No","8 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14662","f36c161e4341ca7c0fd5d7615f736706","LK16S004-123",0.608,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_123_S127_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_123_S127_R2_001.fastq.gz","09-01-M8-1","LK16S004_123","Baseline","E3","9/1/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp4","Timepoint 4","4","4","None","Mock","Tp4_Cage8","Tp4_None","Tp4_Mock","None_Mock","Tp4_None_Mock","No","2 wks post-MmuPV1 infection","Infected","Infected","Mock","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14686","f36c161e4341ca7c0fd5d7615f736706","LK16S004-219",0.605825242718447,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_219_S223_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_219_S223_R2_001.fastq.gz","10-13-M7-3","LK16S004_219","Baseline","E3","10/13/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp7","Timepoint 7","7","10","None","Infected","Tp7_Cage7","Tp7_None","Tp7_Infected","None_Infected","Tp7_None_Infected","No","8 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","CIN2  ","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14617","f36c161e4341ca7c0fd5d7615f736706","LK16S004-156",0.605781865965834,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_156_S160_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_156_S160_R2_001.fastq.gz","09-16-M7-2","LK16S004_156","Baseline","E3","9/16/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp5","Timepoint 5","5","6","None","Infected","Tp5_Cage7","Tp5_None","Tp5_Infected","None_Infected","Tp5_None_Infected","No","4 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",4470,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14656","f36c161e4341ca7c0fd5d7615f736706","LK16S004-292",0.598290598290598,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_292_S298_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_292_S298_R2_001.fastq.gz","11-10-M11-3","LK16S004_292","Baseline","E3","11/10/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage11","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",114000,"High","CIN2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14679","f36c161e4341ca7c0fd5d7615f736706","LK16S004-215",0.597741094700261,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R2_001.fastq.gz","10-13-M6-3","LK16S004_215","Baseline","E3","10/13/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp7","Timepoint 7","7","10","None","Untouched","Tp7_Cage6","Tp7_None","Tp7_Untouched","None_Untouched","Tp7_None_Untouched","No","8 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14608","f36c161e4341ca7c0fd5d7615f736706","LK16S004-136",0.590243902439024,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_136_S140_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_136_S140_R2_001.fastq.gz","09-01-M11-3","LK16S004_136","Baseline","E3","9/1/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage11","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","CIN2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14637","f36c161e4341ca7c0fd5d7615f736706","LK16S004-153",0.572524407252441,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_153_S157_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_153_S157_R2_001.fastq.gz","09-16-M6-3","LK16S004_153","Baseline","E3","9/16/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp5","Timepoint 5","5","6","None","Untouched","Tp5_Cage6","Tp5_None","Tp5_Untouched","None_Untouched","Tp5_None_Untouched","No","4 wks post-MmuPV1 infection","Infected","Infected","Untouched","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14594","f36c161e4341ca7c0fd5d7615f736706","LK16S004-122",0.57032457496136,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_122_S126_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_122_S126_R2_001.fastq.gz","09-01-M7-3","LK16S004_122","Baseline","E3","9/1/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage7","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","CIN2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14636","f36c161e4341ca7c0fd5d7615f736706","LK16S004-124",0.569476082004556,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R2_001.fastq.gz","09-01-M8-2","LK16S004_124","Baseline","E3","9/1/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp4","Timepoint 4","4","4","None","Mock","Tp4_Cage8","Tp4_None","Tp4_Mock","None_Mock","Tp4_None_Mock","No","2 wks post-MmuPV1 infection","Infected","Infected","Mock","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14660","f36c161e4341ca7c0fd5d7615f736706","LK16S004-243",0.567132116004296,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_243_S247_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_243_S247_R2_001.fastq.gz","10-27-M6-2","LK16S004_243","Baseline","E3","10/27/20","M6-2","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp8","Timepoint 8","8","12","None","Untouched","Tp8_Cage6","Tp8_None","Tp8_Untouched","None_Untouched","Tp8_None_Untouched","No","10 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14605","f36c161e4341ca7c0fd5d7615f736706","LK16S004-258",0.559435364041605,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_258_S262_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_258_S262_R2_001.fastq.gz","10-27-M11-1","LK16S004_258","Baseline","E3","10/27/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp8","Timepoint 8","8","12","None","Infected","Tp8_Cage11","Tp8_None","Tp8_Infected","None_Infected","Tp8_None_Infected","No","10 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","CIN3","High ","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14707","f36c161e4341ca7c0fd5d7615f736706","LK16S004-089",0.556831228473019,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R2_001.fastq.gz","08-19-M7-2","LK16S004_089","Baseline","E3","8/19/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage7","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"11926","c3c6b35a7e7fd0a56aab3c29bd47737b","LK16S004-280",0.551510586659972,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_280_S285_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_280_S285_R2_001.fastq.gz","11-10-M7-3","LK16S004_280","Baseline","E3","11/10/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage7","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",1010000,"High","CIN2  ","Low","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"14623","f36c161e4341ca7c0fd5d7615f736706","LK16S004-185",0.547169811320755,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R2_001.fastq.gz","09-29-M6-4","LK16S004_185","Baseline","E3","9/29/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp6","Timepoint 6","6","8","None","Untouched","Tp6_Cage6","Tp6_None","Tp6_Untouched","None_Untouched","Tp6_None_Untouched","No","6 wks post-MmuPV1 infection","Infected","Infected","Untouched","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14717","f36c161e4341ca7c0fd5d7615f736706","LK16S004-245",0.536098310291859,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_245_S249_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_245_S249_R2_001.fastq.gz","10-27-M7-1","LK16S004_245","Baseline","E3","10/27/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp8","Timepoint 8","8","12","None","Infected","Tp8_Cage7","Tp8_None","Tp8_Infected","None_Infected","Tp8_None_Infected","No","10 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14607","f36c161e4341ca7c0fd5d7615f736706","LK16S004-158",0.535599743425273,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_158_S162_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_158_S162_R2_001.fastq.gz","09-16-M8-1","LK16S004_158","Baseline","E3","9/16/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14712","f36c161e4341ca7c0fd5d7615f736706","LK16S004-095",0.534908700322234,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_095_S97_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_095_S97_R2_001.fastq.gz","08-19-M08-5","LK16S004_095","Baseline","E3","8/19/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Mock","Tp3_Cage8","Tp3_None","Tp3_Mock","None_Mock","Tp3_None_Mock","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14692","f36c161e4341ca7c0fd5d7615f736706","LK16S004-054",0.530139103554869,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R2_001.fastq.gz","08-12-M6-3","LK16S004_054","Baseline","E3","8/12/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Untouched","Tp2_Cage6","Tp2_None","Tp2_Untouched","None_Untouched","Tp2_None_Untouched","Natural","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14633","f36c161e4341ca7c0fd5d7615f736706","LK16S004-017",0.528089887640449,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_017_S17_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_017_S17_R2_001.fastq.gz","07-28-M07-2","LK16S004_017","Baseline","E3","7/28/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp1","Timepoint 1","1","0","None","Infected","Tp1_Cage7","Tp1_None","Tp1_Infected","None_Infected","Tp1_None_Infected","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14624","f36c161e4341ca7c0fd5d7615f736706","LK16S004-126",0.527956003666361,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_126_S130_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_126_S130_R2_001.fastq.gz","09-01-M8-4","LK16S004_126","Baseline","E3","9/1/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp4","Timepoint 4","4","4","None","Mock","Tp4_Cage8","Tp4_None","Tp4_Mock","None_Mock","Tp4_None_Mock","No","2 wks post-MmuPV1 infection","Infected","Infected","Mock","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"13414","dee47612fb4f8a3991fbd89dfd2f10da","LK16S004-012",0.527204502814259,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Untouched","Tp1_Cage6","Tp1_None","Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"14687","f36c161e4341ca7c0fd5d7615f736706","LK16S004-223",0.517915309446254,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_223_S227_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_223_S227_R2_001.fastq.gz","10-13-M8-4","LK16S004_223","Baseline","E3","10/13/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp7","Timepoint 7","7","10","None","Mock","Tp7_Cage8","Tp7_None","Tp7_Mock","None_Mock","Tp7_None_Mock","No","8 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"14632","f36c161e4341ca7c0fd5d7615f736706","LK16S004-200",0.512901195720579,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_200_S204_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_200_S204_R2_001.fastq.gz","09-29-M11-1","LK16S004_200","Baseline","E3","9/29/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp6","Timepoint 6","6","8","None","Infected","Tp6_Cage11","Tp6_None","Tp6_Infected","None_Infected","Tp6_None_Infected","No","6 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",NA,"","CIN3","High ","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
