sample_id	forward-absolute-filepath	reverse-absolute-filepath	Mouse-ID	LK16Sid	ExName	Ex	LavageDate	MP	SampleOrigin	Cage	ExCage	ExCageTp	Timepoint	TimeP	Timepoint.wks	AntibioticTx	Infected	Tp.Cage	Tp.ABX	Tp.Infect	ABX.Infect	Tp.ABX.Infect	NaturalMicro	InfectionStage	InfectStage2	InfectStageDepo	InfectStagePreUM	InfectStageDEM	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseCINEndpointRanked	Cleared.Persistent
LK16S004-174	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_174_S178_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_174_S178_R2_001.fastq.gz	09-29-M4-1	LK16S004_174	Baseline	E3	9/29/20	M4-1	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp6	Timepoint 6	6	8	ABX	Infected	Tp6_Cage4	Tp6_ABX	Tp6_Infected	ABX_Infected	Tp6_ABX_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN3	High	
LK16S004-175	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_175_S179_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_175_S179_R2_001.fastq.gz	09-29-M4-2	LK16S004_175	Baseline	E3	9/29/20	M4-2	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp6	Timepoint 6	6	8	ABX	Infected	Tp6_Cage4	Tp6_ABX	Tp6_Infected	ABX_Infected	Tp6_ABX_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN2 (considered 3)	High 	
LK16S004-176	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_176_S180_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_176_S180_R2_001.fastq.gz	09-29-M4-3	LK16S004_176	Baseline	E3	9/29/20	M4-3	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp6	Timepoint 6	6	8	ABX	Infected	Tp6_Cage4	Tp6_ABX	Tp6_Infected	ABX_Infected	Tp6_ABX_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN2	Low	
LK16S004-177	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_177_S181_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_177_S181_R2_001.fastq.gz	09-29-M5-1	LK16S004_177	Baseline	E3	9/29/20	M5-1	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp6	Timepoint 6	6	8	ABX	Untouched	Tp6_Cage5	Tp6_ABX	Tp6_Untouched	ABX_Untouched	Tp6_ABX_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-178	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_178_S182_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_178_S182_R2_001.fastq.gz	09-29-M5-2	LK16S004_178	Baseline	E3	9/29/20	M5-2	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp6	Timepoint 6	6	8	ABX	Untouched	Tp6_Cage5	Tp6_ABX	Tp6_Untouched	ABX_Untouched	Tp6_ABX_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-179	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_179_S183_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_179_S183_R2_001.fastq.gz	09-29-M5-3	LK16S004_179	Baseline	E3	9/29/20	M5-3	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp6	Timepoint 6	6	8	ABX	Untouched	Tp6_Cage5	Tp6_ABX	Tp6_Untouched	ABX_Untouched	Tp6_ABX_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-180	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_180_S184_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_180_S184_R2_001.fastq.gz	09-29-M5-4	LK16S004_180	Baseline	E3	9/29/20	M5-4	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp6	Timepoint 6	6	8	ABX	Untouched	Tp6_Cage5	Tp6_ABX	Tp6_Untouched	ABX_Untouched	Tp6_ABX_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-181	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_181_S185_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_181_S185_R2_001.fastq.gz	09-29-M5-5	LK16S004_181	Baseline	E3	9/29/20	M5-5	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp6	Timepoint 6	6	8	ABX	Untouched	Tp6_Cage5	Tp6_ABX	Tp6_Untouched	ABX_Untouched	Tp6_ABX_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-182	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_182_S186_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_182_S186_R2_001.fastq.gz	09-29-M6-1	LK16S004_182	Baseline	E3	9/29/20	M6-1	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp6	Timepoint 6	6	8	None	Untouched	Tp6_Cage6	Tp6_None	Tp6_Untouched	None_Untouched	Tp6_None_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-183	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_183_S187_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_183_S187_R2_001.fastq.gz	09-29-M6-2	LK16S004_183	Baseline	E3	9/29/20	M6-2	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp6	Timepoint 6	6	8	None	Untouched	Tp6_Cage6	Tp6_None	Tp6_Untouched	None_Untouched	Tp6_None_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-184	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_184_S188_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_184_S188_R2_001.fastq.gz	09-29-M6-3	LK16S004_184	Baseline	E3	9/29/20	M6-3	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp6	Timepoint 6	6	8	None	Untouched	Tp6_Cage6	Tp6_None	Tp6_Untouched	None_Untouched	Tp6_None_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-185	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R2_001.fastq.gz	09-29-M6-4	LK16S004_185	Baseline	E3	9/29/20	M6-4	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp6	Timepoint 6	6	8	None	Untouched	Tp6_Cage6	Tp6_None	Tp6_Untouched	None_Untouched	Tp6_None_Untouched	No	6 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-186	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_186_S190_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_186_S190_R2_001.fastq.gz	09-29-M7-1	LK16S004_186	Baseline	E3	9/29/20	M7-1	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp6	Timepoint 6	6	8	None	Infected	Tp6_Cage7	Tp6_None	Tp6_Infected	None_Infected	Tp6_None_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-187	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_187_S191_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_187_S191_R2_001.fastq.gz	09-29-M7-2	LK16S004_187	Baseline	E3	9/29/20	M7-2	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp6	Timepoint 6	6	8	None	Infected	Tp6_Cage7	Tp6_None	Tp6_Infected	None_Infected	Tp6_None_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN2 (considered 3)	High	Persistent
LK16S004-188	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_188_S192_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_188_S192_R2_001.fastq.gz	09-29-M7-3	LK16S004_188	Baseline	E3	9/29/20	M7-3	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp6	Timepoint 6	6	8	None	Infected	Tp6_Cage7	Tp6_None	Tp6_Infected	None_Infected	Tp6_None_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN2  	Low	Persistent
LK16S004-189	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_189_S193_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_189_S193_R2_001.fastq.gz	09-29-M8-1	LK16S004_189	Baseline	E3	9/29/20	M8-1	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp6	Timepoint 6	6	8	None	Mock	Tp6_Cage8	Tp6_None	Tp6_Mock	None_Mock	Tp6_None_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-190	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_190_S194_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_190_S194_R2_001.fastq.gz	09-29-M8-2	LK16S004_190	Baseline	E3	9/29/20	M8-2	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp6	Timepoint 6	6	8	None	Mock	Tp6_Cage8	Tp6_None	Tp6_Mock	None_Mock	Tp6_None_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-191	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_191_S195_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_191_S195_R2_001.fastq.gz	09-29-M8-3	LK16S004_191	Baseline	E3	9/29/20	M8-3	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp6	Timepoint 6	6	8	None	Mock	Tp6_Cage8	Tp6_None	Tp6_Mock	None_Mock	Tp6_None_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-192	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_192_S196_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_192_S196_R2_001.fastq.gz	09-29-M8-4	LK16S004_192	Baseline	E3	9/29/20	M8-4	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp6	Timepoint 6	6	8	None	Mock	Tp6_Cage8	Tp6_None	Tp6_Mock	None_Mock	Tp6_None_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-193	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_193_S197_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_193_S197_R2_001.fastq.gz	09-29-M8-5	LK16S004_193	Baseline	E3	9/29/20	M8-5	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp6	Timepoint 6	6	8	None	Mock	Tp6_Cage8	Tp6_None	Tp6_Mock	None_Mock	Tp6_None_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-194	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_194_S198_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_194_S198_R2_001.fastq.gz	09-29-M9-1	LK16S004_194	Baseline	E3	9/29/20	M9-1	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp6	Timepoint 6	6	8	ABX	Mock	Tp6_Cage9	Tp6_ABX	Tp6_Mock	ABX_Mock	Tp6_ABX_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-195	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_195_S199_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_195_S199_R2_001.fastq.gz	09-29-M9-2	LK16S004_195	Baseline	E3	9/29/20	M9-2	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp6	Timepoint 6	6	8	ABX	Mock	Tp6_Cage9	Tp6_ABX	Tp6_Mock	ABX_Mock	Tp6_ABX_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-196	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_196_S200_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_196_S200_R2_001.fastq.gz	09-29-M9-3	LK16S004_196	Baseline	E3	9/29/20	M9-3	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp6	Timepoint 6	6	8	ABX	Mock	Tp6_Cage9	Tp6_ABX	Tp6_Mock	ABX_Mock	Tp6_ABX_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-197	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_197_S201_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_197_S201_R2_001.fastq.gz	09-29-M10-1	LK16S004_197	Baseline	E3	9/29/20	M10-1	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp6	Timepoint 6	6	8	ABX	Infected	Tp6_Cage10	Tp6_ABX	Tp6_Infected	ABX_Infected	Tp6_ABX_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-198	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_198_S202_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_198_S202_R2_001.fastq.gz	09-29-M10-2	LK16S004_198	Baseline	E3	9/29/20	M10-2	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp6	Timepoint 6	6	8	ABX	Infected	Tp6_Cage10	Tp6_ABX	Tp6_Infected	ABX_Infected	Tp6_ABX_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-199	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_199_S203_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_199_S203_R2_001.fastq.gz	09-29-M10-3	LK16S004_199	Baseline	E3	9/29/20	M10-3	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp6	Timepoint 6	6	8	ABX	Infected	Tp6_Cage10	Tp6_ABX	Tp6_Infected	ABX_Infected	Tp6_ABX_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-200	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_200_S204_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_200_S204_R2_001.fastq.gz	09-29-M11-1	LK16S004_200	Baseline	E3	9/29/20	M11-1	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp6	Timepoint 6	6	8	None	Infected	Tp6_Cage11	Tp6_None	Tp6_Infected	None_Infected	Tp6_None_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN3	High 	Persistent
LK16S004-201	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_201_S205_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_201_S205_R2_001.fastq.gz	09-29-M11-3	LK16S004_201	Baseline	E3	9/29/20	M11-3	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp6	Timepoint 6	6	8	None	Infected	Tp6_Cage11	Tp6_None	Tp6_Infected	None_Infected	Tp6_None_Infected	No	6 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN2	Low	Persistent
LK16S004-202	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_202_S206_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_202_S206_R2_001.fastq.gz	10-13-M3-1	LK16S004_202	Baseline	E3	10/13/20	M3-1	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp7	Timepoint 7	7	10	ABX	Mock	Tp7_Cage3	Tp7_ABX	Tp7_Mock	ABX_Mock	Tp7_ABX_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-203	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_203_S207_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_203_S207_R2_001.fastq.gz	10-13-M3-2	LK16S004_203	Baseline	E3	10/13/20	M3-2	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp7	Timepoint 7	7	10	ABX	Mock	Tp7_Cage3	Tp7_ABX	Tp7_Mock	ABX_Mock	Tp7_ABX_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-204	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_204_S208_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_204_S208_R2_001.fastq.gz	10-13-M3-3	LK16S004_204	Baseline	E3	10/13/20	M3-3	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp7	Timepoint 7	7	10	ABX	Mock	Tp7_Cage3	Tp7_ABX	Tp7_Mock	ABX_Mock	Tp7_ABX_Mock	No	8 wks post-MmuPV1 infection	Infected	Infected	Mock	Mid Infection (8-10-12wpi)					
LK16S004-205	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_205_S209_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_205_S209_R2_001.fastq.gz	10-13-M4-1	LK16S004_205	Baseline	E3	10/13/20	M4-1	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp7	Timepoint 7	7	10	ABX	Infected	Tp7_Cage4	Tp7_ABX	Tp7_Infected	ABX_Infected	Tp7_ABX_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN3	High	
LK16S004-206	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_206_S210_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_206_S210_R2_001.fastq.gz	10-13-M4-2	LK16S004_206	Baseline	E3	10/13/20	M4-2	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp7	Timepoint 7	7	10	ABX	Infected	Tp7_Cage4	Tp7_ABX	Tp7_Infected	ABX_Infected	Tp7_ABX_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2 (considered 3)	High 	
LK16S004-207	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_207_S211_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_207_S211_R2_001.fastq.gz	10-13-M4-3	LK16S004_207	Baseline	E3	10/13/20	M4-3	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp7	Timepoint 7	7	10	ABX	Infected	Tp7_Cage4	Tp7_ABX	Tp7_Infected	ABX_Infected	Tp7_ABX_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2	Low	
LK16S004-208	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_208_S212_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_208_S212_R2_001.fastq.gz	10-13-M5-1	LK16S004_208	Baseline	E3	10/13/20	M5-1	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp7	Timepoint 7	7	10	ABX	Untouched	Tp7_Cage5	Tp7_ABX	Tp7_Untouched	ABX_Untouched	Tp7_ABX_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-209	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_209_S213_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_209_S213_R2_001.fastq.gz	10-13-M5-2	LK16S004_209	Baseline	E3	10/13/20	M5-2	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp7	Timepoint 7	7	10	ABX	Untouched	Tp7_Cage5	Tp7_ABX	Tp7_Untouched	ABX_Untouched	Tp7_ABX_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-210	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_210_S214_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_210_S214_R2_001.fastq.gz	10-13-M5-3	LK16S004_210	Baseline	E3	10/13/20	M5-3	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp7	Timepoint 7	7	10	ABX	Untouched	Tp7_Cage5	Tp7_ABX	Tp7_Untouched	ABX_Untouched	Tp7_ABX_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-211	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_211_S215_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_211_S215_R2_001.fastq.gz	10-13-M5-4	LK16S004_211	Baseline	E3	10/13/20	M5-4	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp7	Timepoint 7	7	10	ABX	Untouched	Tp7_Cage5	Tp7_ABX	Tp7_Untouched	ABX_Untouched	Tp7_ABX_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-212	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_212_S216_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_212_S216_R2_001.fastq.gz	10-13-M5-5	LK16S004_212	Baseline	E3	10/13/20	M5-5	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp7	Timepoint 7	7	10	ABX	Untouched	Tp7_Cage5	Tp7_ABX	Tp7_Untouched	ABX_Untouched	Tp7_ABX_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-213	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_213_S217_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_213_S217_R2_001.fastq.gz	10-13-M6-1	LK16S004_213	Baseline	E3	10/13/20	M6-1	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp7	Timepoint 7	7	10	None	Untouched	Tp7_Cage6	Tp7_None	Tp7_Untouched	None_Untouched	Tp7_None_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-214	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_214_S218_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_214_S218_R2_001.fastq.gz	10-13-M6-2	LK16S004_214	Baseline	E3	10/13/20	M6-2	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp7	Timepoint 7	7	10	None	Untouched	Tp7_Cage6	Tp7_None	Tp7_Untouched	None_Untouched	Tp7_None_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-215	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R2_001.fastq.gz	10-13-M6-3	LK16S004_215	Baseline	E3	10/13/20	M6-3	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp7	Timepoint 7	7	10	None	Untouched	Tp7_Cage6	Tp7_None	Tp7_Untouched	None_Untouched	Tp7_None_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-216	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_216_S220_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_216_S220_R2_001.fastq.gz	10-13-M6-4	LK16S004_216	Baseline	E3	10/13/20	M6-4	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp7	Timepoint 7	7	10	None	Untouched	Tp7_Cage6	Tp7_None	Tp7_Untouched	None_Untouched	Tp7_None_Untouched	No	8 wks post-MmuPV1 infection	Infected	Infected	Untouched	Mid Infection (8-10-12wpi)					
LK16S004-217	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_217_S221_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_217_S221_R2_001.fastq.gz	10-13-M7-1	LK16S004_217	Baseline	E3	10/13/20	M7-1	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp7	Timepoint 7	7	10	None	Infected	Tp7_Cage7	Tp7_None	Tp7_Infected	None_Infected	Tp7_None_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)					
LK16S004-218	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_218_S222_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_218_S222_R2_001.fastq.gz	10-13-M7-2	LK16S004_218	Baseline	E3	10/13/20	M7-2	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp7	Timepoint 7	7	10	None	Infected	Tp7_Cage7	Tp7_None	Tp7_Infected	None_Infected	Tp7_None_Infected	No	8 wks post-MmuPV1 infection	Infected	Infected	Infected	Mid Infection (8-10-12wpi)			CIN2 (considered 3)	High	Persistent
