"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Tp.Cage","Tp.ABX","NaturalMicro","Infected","InfectStage2","InfectStageDepo","InfectStageDEM","InfectStage","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"1645","492c9d99645d6866290affabd62e6c23","LKMB005_163",0.594152253726722,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R2_001.fastq.gz","10-13--MP5-1","LKMB005_163","Pilot","E2","13-Oct","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp7","Timepoint 7",7,12,"None","Tp7_Cage5","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","1.50E+03","Low","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1616","492c9d99645d6866290affabd62e6c23","LKMB005_164",0.590507467354758,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_164_S166_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_164_S166_R2_001.fastq.gz","10-13--MP5-2","LKMB005_164","Pilot","E2","13-Oct","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp7","Timepoint 7",7,12,"None","Tp7_Cage5","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","6.59E+05","High","No Tissue","No Tissue","Unknown","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1623","492c9d99645d6866290affabd62e6c23","LKMB005_106",0.589237125869193,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_106_S108_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_106_S108_R2_001.fastq.gz","09-16--MP4-1","LKMB005_106","Pilot","E2","16-Sep","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp5","Timepoint 5",5,8,"None","Tp5_Cage4","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","5.42E+03","Low","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1620","492c9d99645d6866290affabd62e6c23","LKMB005_089",0.587457593294752,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_089_S89_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_089_S89_R2_001.fastq.gz","09-01--MP6-2","LKMB005_089","Pilot","E2","1-Sep","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp4","Timepoint 4",4,6,"None","Tp4_Cage6","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.79E+04","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1625","492c9d99645d6866290affabd62e6c23","LKMB005_036",0.586582401555664,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2",2,2,"None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1640","492c9d99645d6866290affabd62e6c23","LKMB005_111",0.586236559139785,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R2_001.fastq.gz","09-16--MP5-4","LKMB005_111","Pilot","E2","16-Sep","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp5","Timepoint 5",5,8,"None","Tp5_Cage5","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","9.48E+03","Low","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"3484","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_160",0.579123914759274,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_160_S162_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_160_S162_R2_001.fastq.gz","10-13--MP4-1","LKMB005_160","Pilot","E2","13-Oct","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp7","Timepoint 7",7,12,"None","Tp7_Cage4","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","4.11E+04","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1669","492c9d99645d6866290affabd62e6c23","LKMB005_136",0.573343261355175,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_136_S138_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_136_S138_R2_001.fastq.gz","09-29--MP5-3","LKMB005_136","Pilot","E2","29-Sep","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp6","Timepoint 6",6,10,"None","Tp6_Cage5","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","1.06E+06","High","SCC","Cancer","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1673","492c9d99645d6866290affabd62e6c23","LKMB005_113",0.568750349767754,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_113_S115_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_113_S115_R2_001.fastq.gz","09-16--MP6-2","LKMB005_113","Pilot","E2","16-Sep","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp5","Timepoint 5",5,8,"None","Tp5_Cage6","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","1.24E+04","Low","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1629","492c9d99645d6866290affabd62e6c23","LKMB005_083",0.568111289459604,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_083_S83_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_083_S83_R2_001.fastq.gz","09-01--MP4-3","LKMB005_083","Pilot","E2","1-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","4.38E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1653","492c9d99645d6866290affabd62e6c23","LKMB005_066",0.560880104419168,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R2_001.fastq.gz","08-19--MP5-4","LKMB005_066","Pilot","E2","19-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.75E+05","High","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1660","492c9d99645d6866290affabd62e6c23","LKMB005_135",0.554733447163726,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_135_S137_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_135_S137_R2_001.fastq.gz","09-29--MP5-2","LKMB005_135","Pilot","E2","29-Sep","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp6","Timepoint 6",6,10,"None","Tp6_Cage5","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","7.08E+04","High","No Tissue","No Tissue","Unknown","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1621","492c9d99645d6866290affabd62e6c23","LKMB005_086",0.550409836065574,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_086_S86_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_086_S86_R2_001.fastq.gz","09-01--MP5-3","LKMB005_086","Pilot","E2","1-Sep","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp4","Timepoint 4",4,6,"None","Tp4_Cage5","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","1.35E+05","High","SCC","Cancer","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1634","492c9d99645d6866290affabd62e6c23","LKMB005_112",0.548482919584129,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_112_S114_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_112_S114_R2_001.fastq.gz","09-16--MP6-1","LKMB005_112","Pilot","E2","16-Sep","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp5","Timepoint 5",5,8,"None","Tp5_Cage6","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","1.85E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1638","492c9d99645d6866290affabd62e6c23","LKMB005_134",0.541692530519346,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_134_S136_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_134_S136_R2_001.fastq.gz","09-29--MP5-1","LKMB005_134","Pilot","E2","29-Sep","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp6","Timepoint 6",6,10,"None","Tp6_Cage5","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","3.75E+02","Low","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1658","492c9d99645d6866290affabd62e6c23","LKMB005_067",0.531060023757948,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_067_S67_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_067_S67_R2_001.fastq.gz","08-19--MP6-1","LKMB005_067","Pilot","E2","19-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp3","Timepoint 3",3,4,"None","Tp3_Cage6","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.11E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1618","492c9d99645d6866290affabd62e6c23","LKMB005_084",0.521849395239953,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_084_S84_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_084_S84_R2_001.fastq.gz","09-01--MP5-1","LKMB005_084","Pilot","E2","1-Sep","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp4","Timepoint 4",4,6,"None","Tp4_Cage5","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.22E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"3503","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_165",0.521345214570672,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_165_S167_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_165_S167_R2_001.fastq.gz","10-13--MP5-3","LKMB005_165","Pilot","E2","13-Oct","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp7","Timepoint 7",7,12,"None","Tp7_Cage5","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","3.54E+06","High","SCC","Cancer","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1655","492c9d99645d6866290affabd62e6c23","LKMB005_087",0.516562879988209,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_087_S87_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_087_S87_R2_001.fastq.gz","09-01--MP5-4","LKMB005_087","Pilot","E2","1-Sep","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp4","Timepoint 4",4,6,"None","Tp4_Cage5","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","6.14E+05","High","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"3513","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_168",0.500073152889539,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_168_S170_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_168_S170_R2_001.fastq.gz","10-13--MP6-2","LKMB005_168","Pilot","E2","13-Oct","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp7","Timepoint 7",7,12,"None","Tp7_Cage6","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","6.54E+04","High","CIN 3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1644","492c9d99645d6866290affabd62e6c23","LKMB005_063",0.491443167305236,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R2_001.fastq.gz","08-19--MP5-1","LKMB005_063","Pilot","E2","19-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.86E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1649","492c9d99645d6866290affabd62e6c23","LKMB005_064",0.484931034482759,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_064_S64_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_064_S64_R2_001.fastq.gz","08-19--MP5-2","LKMB005_064","Pilot","E2","19-Aug","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.80E+05","High","No Tissue","No Tissue","Unknown","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1651","492c9d99645d6866290affabd62e6c23","LKMB005_042",0.475525633243199,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R2_001.fastq.gz","08-04--MP6-1","LKMB005_042","Pilot","E2","4-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2",2,2,"None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1670","492c9d99645d6866290affabd62e6c23","LKMB005_081",0.458227848101266,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R2_001.fastq.gz","09-01--MP4-1","LKMB005_081","Pilot","E2","1-Sep","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.89E+03","Low","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1627","492c9d99645d6866290affabd62e6c23","LKMB005_107",0.453218153059983,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_107_S109_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_107_S109_R2_001.fastq.gz","09-16--MP4-2","LKMB005_107","Pilot","E2","16-Sep","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp5","Timepoint 5",5,8,"None","Tp5_Cage4","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","8.74E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1635","492c9d99645d6866290affabd62e6c23","LKMB005_088",0.442182261505639,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_088_S88_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_088_S88_R2_001.fastq.gz","09-01--MP6-1","LKMB005_088","Pilot","E2","1-Sep","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp4","Timepoint 4",4,6,"None","Tp4_Cage6","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","3.72E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1664","492c9d99645d6866290affabd62e6c23","LKMB005_168",0.427359180687637,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_168_S170_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_168_S170_R2_001.fastq.gz","10-13--MP6-2","LKMB005_168","Pilot","E2","13-Oct","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp7","Timepoint 7",7,12,"None","Tp7_Cage6","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","6.54E+04","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1650","492c9d99645d6866290affabd62e6c23","LKMB005_062",0.409349283108509,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_062_S62_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_062_S62_R2_001.fastq.gz","08-19--MP4-3","LKMB005_062","Pilot","E2","19-Aug","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp3","Timepoint 3",3,4,"None","Tp3_Cage4","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.69E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1617","492c9d99645d6866290affabd62e6c23","LKMB005_043",0.397371677765337,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R2_001.fastq.gz","08-04--MP6-2","LKMB005_043","Pilot","E2","4-Aug","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2",2,2,"None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1699","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_131",0.364275009366804,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_131_S133_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_131_S133_R2_001.fastq.gz","09-29--MP4-1","LKMB005_131","Pilot","E2","29-Sep","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp6","Timepoint 6",6,10,"None","Tp6_Cage4","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","3.08E+04","High","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
