"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","LCM","Date","Treatment","LCMSample","Mouse","MouseNO","MouseSampleNumber","LCM.Spots","Epi.Stroma","DNA.RNA","Infected","E2","Disease","Disease2","Estrus.Stage","Location","DisTx","TxEs","Viral.Copy.Number..per.5ng.total.DNA.","Mouse.ID","ViralCopyNumberHighLow","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"2901","f36c161e4341ca7c0fd5d7615f736706","LK16S004-339",0.310567010309278,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-339_S238_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-339_S238_R2_001.fastq.gz","LCM33","8/12/21","MmuPV1 + 6m E2","MES-43-16_38_2E","M.16",16,2,171,"Epi","DNA","MmuPV","E2","SCC (at least CIN 3)","SCC","Diestrus/Proestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus/Proestrus","6.16E+06","43-16","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"205","0f46f4ad9100f1f8c0702c71e79d5b2f","LK16S004-339",0.304123711340206,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-339_S238_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-339_S238_R2_001.fastq.gz","LCM33","8/12/21","MmuPV1 + 6m E2","MES-43-16_38_2E","M.16",16,2,171,"Epi","DNA","MmuPV","E2","SCC (at least CIN 3)","SCC","Diestrus/Proestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus/Proestrus","6.16E+06","43-16","High","Persistent","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium"
"2927","f36c161e4341ca7c0fd5d7615f736706","LK16S004-314",0.303814713896458,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R2_001.fastq.gz","LCM08","8/10/21","Mock","MES-43-35_23_2E","M.35",35,2,12,"Epi","DNA","Mock","none","No disease","No disease","Estrus","Cervicovaginal wall","Mock -No disease","Mock -Estrus","N/A","43-35","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"533","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-315",0.293624161073825,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R2_001.fastq.gz","LCM09","8/10/21","MmuPV1 only","MES-43-1_68_1E","M.01",1,1,10,"Epi","DNA","MmuPV","none","Low CIN","Low CIN","Proestrus","Vaginal wall","MmuPV1 only -Low CIN","MmuPV1 only -Proestrus","7.09E+05","43-1","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2934","f36c161e4341ca7c0fd5d7615f736706","LK16S004-351",0.291342412451362,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R2_001.fastq.gz","LCM45","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_1E","M.26",26,1,128,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2919","f36c161e4341ca7c0fd5d7615f736706","LK16S004-352",0.28848534874123,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R2_001.fastq.gz","LCM46","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_2E","M.26",26,2,161,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2897","ecffc2022c0e89787d19d43381a157a7","LK16S004-317",0.284729064039409,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-317_S216_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-317_S216_R2_001.fastq.gz","LCM11","8/10/21","MmuPV1 only","MES-43-2_18_1E","M.02",2,1,176,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Diestrus","Vaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus","2.44E+06","43-2","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2903","f36c161e4341ca7c0fd5d7615f736706","LK16S004-330",0.283200996419119,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-330_S229_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-330_S229_R2_001.fastq.gz","LCM24","8/11/21","Mock + 6m E2","MES-43-40_68_2E","M.40",40,2,26,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Diestrus","N/A","43-40","","Mock+E2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2918","f36c161e4341ca7c0fd5d7615f736706","LK16S004-312",0.271915843162257,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-312_S211_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-312_S211_R2_001.fastq.gz","LCM06","8/10/21","Mock","MES-43-34_43_2E","M.34",34,2,41,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Cervicovaginal wall","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2907","f36c161e4341ca7c0fd5d7615f736706","LK16S004-341",0.266723476778867,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R2_001.fastq.gz","LCM35","8/12/21","MmuPV1 + 6m E2","MES-43-17_23_1E","M.17",17,1,75,"Epi","DNA","MmuPV","E2","Low CIN (CIN2)","Low CIN","Diestrus/Proestrus","Cervicovaginal Fornix","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","2.92E+06","43-17","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"476","1a98ff4f7e42b825bd257e038465432f","LK16S004-331",0.265040133513471,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-331_S230_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-331_S230_R2_001.fastq.gz","LCM25","8/11/21","Mock + 6m E2","MES-43-42_68_1E","M.42",42,1,18,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"2906","f36c161e4341ca7c0fd5d7615f736706","LK16S004-336",0.261090909090909,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-336_S235_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-336_S235_R2_001.fastq.gz","LCM30","8/11/21","Mock + 6m E2","MES-43-44_58_2E","M.44",44,2,32,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","N/A","43-44","","Mock+E2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2203","91c93208099c5254153fe250684deda0","LK16S004-307",0.258208955223881,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-307_S206_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-307_S206_R2_001.fastq.gz","LCM01","8/9/21","Mock","MES-43-27_38_1E","M.27",27,1,12,"Epi","DNA","Mock","none","No disease","No disease","Proestrus","Ectocervix","Mock -No disease","Mock -Proestrus","1.92E+01","43-27","Mock","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"738","2802fb533a2ec8dc56986d645fed3af8","LK16S004-346",0.256479807112719,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R2_001.fastq.gz","LCM40","8/13/21","MmuPV1 + 6m E2","MES-43-21_02_1E","M.21",21,1,350,"Epi","DNA","MmuPV","E2","SCC","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","8.09E+06","43-21","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"490","1a98ff4f7e42b825bd257e038465432f","LK16S004-310",0.243967828418231,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-310_S209_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-310_S209_R2_001.fastq.gz","LCM04","8/9/21","Mock","MES-43-33_13_1E","M.33",33,1,12,"Epi","DNA","Mock","none","No disease","No disease","Diestrus","Ectocervix","Mock -No disease","Mock -Diestrus","N/A","43-33","","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1285","4e269cbdd41f328dabf501e891c0c3ce","LK16S004-322",0.241155819605725,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-322_S221_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-322_S221_R2_001.fastq.gz","LCM16","8/10/21","MmuPV1 only","MES-43-10_18_1E","M.10",10,1,42,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Diestrus","Cervicovaginal Fornix","MmuPV1 only -High CIN","MmuPV1 only -Diestrus","7.58E+05","43-10","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"2912","f36c161e4341ca7c0fd5d7615f736706","LK16S004-308",0.239466292134831,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-308_S207_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-308_S207_R2_001.fastq.gz","LCM02","8/9/21","Mock","MES-43-27_38_2E","M.27",27,2,27,"Epi","DNA","Mock","none","No disease","No disease","Proestrus","Cervicovaginal wall","Mock -No disease","Mock -Proestrus","1.92E+01","43-27","Mock","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2873","ecffc2022c0e89787d19d43381a157a7","LK16S004-307",0.234328358208955,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-307_S206_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-307_S206_R2_001.fastq.gz","LCM01","8/9/21","Mock","MES-43-27_38_1E","M.27",27,1,12,"Epi","DNA","Mock","none","No disease","No disease","Proestrus","Ectocervix","Mock -No disease","Mock -Proestrus","1.92E+01","43-27","Mock","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2866","ecffc2022c0e89787d19d43381a157a7","LK16S004-338",0.229665071770335,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-338_S237_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-338_S237_R2_001.fastq.gz","LCM32","8/12/21","MmuPV1 + 6m E2","MES-43-16_38_1E","M.16",16,1,125,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus/Proestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","6.16E+06","43-16","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"804","2df7c666a73180820243b056ffb9410c","LK16S004-326",0.224331926863572,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-326_S225_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-326_S225_R2_001.fastq.gz","LCM20","8/11/21","Mock + 6m E2","MES-43-38_63_2E","M.38",38,2,16,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.90E+01","43-38","Mock","Mock+E2","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anaerobacillus"
"497","1a98ff4f7e42b825bd257e038465432f","LK16S004-314",0.218801089918256,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R2_001.fastq.gz","LCM08","8/10/21","Mock","MES-43-35_23_2E","M.35",35,2,12,"Epi","DNA","Mock","none","No disease","No disease","Estrus","Cervicovaginal wall","Mock -No disease","Mock -Estrus","N/A","43-35","","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"2871","ecffc2022c0e89787d19d43381a157a7","LK16S004-325",0.215442092154421,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-325_S224_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-325_S224_R2_001.fastq.gz","LCM19","8/11/21","Mock + 6m E2","MES-43-38_63_1E","M.38",38,1,12,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.90E+01","43-38","Mock","Mock+E2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"468","1a98ff4f7e42b825bd257e038465432f","LK16S004-324",0.215102974828375,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-324_S223_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-324_S223_R2_001.fastq.gz","LCM18","8/11/21","Mock + 6m E2","MES-43-37_58_2E","M.37",37,2,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.30E+01","43-37","Mock","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"2910","f36c161e4341ca7c0fd5d7615f736706","LK16S004-349",0.213387423935091,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R2_001.fastq.gz","LCM43","8/13/21","MmuPV1 + 6m E2","MES-43-23_38_1E","M.23",23,1,90,"Epi","DNA","MmuPV","E2","Low CIN (CIN 1-2)","Low CIN","Diestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus","3.21E+06","43-23","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2902","f36c161e4341ca7c0fd5d7615f736706","LK16S004-348",0.198809523809524,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-348_S247_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-348_S247_R2_001.fastq.gz","LCM42","8/13/21","MmuPV1 + 6m E2","MES-43-22_33_1E","M.22",22,1,122,"Epi","DNA","MmuPV","E2","Low CIN (CIN2)","Low CIN","Diestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus","1.13E+07","43-22","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2189","91c93208099c5254153fe250684deda0","LK16S004-323",0.193404634581105,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-323_S222_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-323_S222_R2_001.fastq.gz","LCM17","8/11/21","Mock + 6m E2","MES-43-37_58_1E","M.37",37,1,12,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.30E+01","43-37","Mock","Mock+E2","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"3078","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-310",0.193029490616622,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-310_S209_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-310_S209_R2_001.fastq.gz","LCM04","8/9/21","Mock","MES-43-33_13_1E","M.33",33,1,12,"Epi","DNA","Mock","none","No disease","No disease","Diestrus","Ectocervix","Mock -No disease","Mock -Diestrus","N/A","43-33","","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"2886","ecffc2022c0e89787d19d43381a157a7","LK16S004-349",0.19026369168357,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R2_001.fastq.gz","LCM43","8/13/21","MmuPV1 + 6m E2","MES-43-23_38_1E","M.23",23,1,90,"Epi","DNA","MmuPV","E2","Low CIN (CIN 1-2)","Low CIN","Diestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus","3.21E+06","43-23","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2896","ecffc2022c0e89787d19d43381a157a7","LK16S004-315",0.189597315436242,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R2_001.fastq.gz","LCM09","8/10/21","MmuPV1 only","MES-43-1_68_1E","M.01",1,1,10,"Epi","DNA","MmuPV","none","Low CIN","Low CIN","Proestrus","Vaginal wall","MmuPV1 only -Low CIN","MmuPV1 only -Proestrus","7.09E+05","43-1","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"679","22be59c1b0f18950debfd54a8d1eb9ec","LK16S004-338",0.188197767145136,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-338_S237_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-338_S237_R2_001.fastq.gz","LCM32","8/12/21","MmuPV1 + 6m E2","MES-43-16_38_1E","M.16",16,1,125,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus/Proestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","6.16E+06","43-16","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1320","512699b99a04e60a592db5b38aaa91d6","LK16S004-332",0.186331596690162,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R2_001.fastq.gz","LCM26","8/11/21","Mock + 6m E2","MES-43-42_68_2E","M.42",42,2,19,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae","Gemella"
