"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","SampleNO","Ex","ShortID","FullID","MouseID","Cage","Group","Infected","ABX","Timepoint","Tp.Inf.ABX.Group","LevageDate","PostInfection.wk.","InfectStageML","PostABx.wk.","Notes","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"1944","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-264",0.470162748643761,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-264_S76_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-264_S76_L001_R2_001.fastq.gz",49,"E4","MV-49","T2-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",567000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"3052","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-232",0.466357308584687,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-232_S44_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-232_S44_L001_R2_001.fastq.gz",17,"E4","MV-17","T1-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1370,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"3017","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-250",0.466221232368226,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R2_001.fastq.gz",35,"E4","MV-35","T2-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",388000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2004","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-299",0.464462809917355,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R2_001.fastq.gz",84,"E4","MV-84","T4-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1990","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-354",0.460207612456747,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-354_S166_L001_R2_001.fastq.gz",142,"E4","MV-142","T6-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",810000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1950","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-327",0.451882845188285,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-327_S139_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-327_S139_L001_R2_001.fastq.gz",114,"E4","MV-114","T5-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1984","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-347",0.450611888111888,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R2_001.fastq.gz",134,"E4","MV-134","T6-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","6","T6 Mock ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",512,"Mock","Normal","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1940","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-355",0.45046439628483,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R2_001.fastq.gz",143,"E4","MV-143","T6-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",203000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"6074","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-357",0.443325085424767,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-357_S169_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-357_S169_L001_R2_001.fastq.gz",145,"E4","MV-145","T6-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",545000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"2948","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-227",0.440517670482827,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-227_S39_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-227_S39_L001_R2_001.fastq.gz",12,"E4","MV-12","T1-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",4760,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"8415","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-301",0.437984496124031,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-301_S113_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-301_S113_L001_R2_001.fastq.gz",87,"E4","MV-87","T4-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"2025","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-247",0.434034416826004,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-247_S59_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-247_S59_L001_R2_001.fastq.gz",32,"E4","MV-32","T2-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",813,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"3051","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-297",0.431839548730805,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-297_S109_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-297_S109_L001_R2_001.fastq.gz",82,"E4","MV-82","T4-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","4","T4 Mock ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","Normal","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"3014","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-277",0.428009084027252,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R2_001.fastq.gz",62,"E4","MV-62","T3-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",24200000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2056","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-228",0.426666666666667,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-228_S40_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-228_S40_L001_R2_001.fastq.gz",13,"E4","MV-13","T1-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1020000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2005","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-244",0.425427872860636,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-244_S56_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-244_S56_L001_R2_001.fastq.gz",29,"E4","MV-29","T2-M-24.B.1-B","M-24.B.1-B","Cage 24B","Mock ABX","Mock","ABX","2","T2 Mock ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",175,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1723","2e851e956e6efc6849ac305ae18ef4bb","LK16S009-312",0.423580786026201,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-312_S124_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-312_S124_L001_R2_001.fastq.gz",98,"E4","MV-98","T4-M-30.1-B","M-30.1-B","Cage 30","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"2021","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-217",0.421855146124524,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-217_S29_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-217_S29_L001_R2_001.fastq.gz",2,"E4","MV-2","T1-M-24.A.2-B","M-24.A.2-B","Cage 24A","Mock None","Mock","None","1","T1 Mock None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",557,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"3043","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-328",0.419799498746867,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-328_S140_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-328_S140_L001_R2_001.fastq.gz",115,"E4","MV-115","T5-M-26.3-B","M-26.3-B","Cage 26","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"3078","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-248",0.414834140887067,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-248_S60_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-248_S60_L001_R2_001.fastq.gz",33,"E4","MV-33","T2-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",118000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2949","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-335",0.412535845964769,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-335_S147_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-335_S147_L001_R2_001.fastq.gz",122,"E4","MV-122","T5-M-29.2-B","M-29.2-B","Cage 29","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","Normal/Hyperplasia","None","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2978","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-324",0.411764705882353,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-324_S136_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-324_S136_L001_R2_001.fastq.gz",110,"E4","MV-110","T5-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2993","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-279",0.408360128617363,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R2_001.fastq.gz",64,"E4","MV-64","T3-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",2990,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2990","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-346",0.407407407407407,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-346_S158_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-346_S158_L001_R2_001.fastq.gz",133,"E4","MV-133","T6-M-24.B.1-B","M-24.B.1-B","Cage 24B","Mock ABX","Mock","ABX","6","T6 Mock ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",38.1,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"8848","e46e5ea0148c10de7b2fc15cc6e82686","LK16S009-272",0.403726708074534,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-272_S84_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-272_S84_L001_R2_001.fastq.gz",57,"E4","MV-57","T3-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",28900,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Kytococcus"
"1982","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-301",0.403100775193798,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-301_S113_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-301_S113_L001_R2_001.fastq.gz",87,"E4","MV-87","T4-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"3018","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-218",0.403100775193798,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-218_S30_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-218_S30_L001_R2_001.fastq.gz",3,"E4","MV-3","T1-M-24.B.1-B","M-24.B.1-B","Cage 24B","Mock ABX","Mock","ABX","1","T1 Mock ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",561,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"3034","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-347",0.402534965034965,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R2_001.fastq.gz",134,"E4","MV-134","T6-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","6","T6 Mock ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",512,"Mock","Normal","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"6045","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-345",0.40127573209626,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R2_001.fastq.gz",132,"E4","MV-132","T6-M-24.A.2-B","M-24.A.2-B","Cage 24A","Mock None","Mock","None","6","T6 Mock None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",36.5,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"8452","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-238",0.396875,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-238_S50_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-238_S50_L001_R2_001.fastq.gz",23,"E4","MV-23","T1-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",478000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"2998","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-253",0.396626297577855,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-253_S65_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-253_S65_L001_R2_001.fastq.gz",38,"E4","MV-38","T2-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",876,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"3069","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-249",0.396348884381339,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R2_001.fastq.gz",34,"E4","MV-34","T2-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",2710,"Low","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"2985","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-292",0.393023255813953,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-292_S104_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-292_S104_L001_R2_001.fastq.gz",77,"E4","MV-77","T3-M-31.3-B","M-31.3-B","Cage 31","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",162000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
