"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Ex","ExName","ShortID","MouseID","Timepoint","Time","ViralCopyNumber","ViralCopyNumberRanked","ViralInfectGroup","CTL","Tp.InfectDose","Cleared.Persist.Endpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"1236","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-385",0.195531724754245,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-13","52.1","T1","2 months Post Infection",27600,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"1229","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-400",0.19280240831965,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-400_S212_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-400_S212_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-28","51.4","T2","5 months Post Infection",2500000,"High","10^6","CTL","T2_10^6","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"1519","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-395",0.192585895117541,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-23","50.4","T2","5 months Post Infection",449,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"705","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-394",0.191793893129771,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-22","50.3","T2","5 months Post Infection",854,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"1451","cd6018ff4b88a82f603282e835f496ef","LK16S009-397",0.190298507462687,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-397_S209_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-397_S209_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-25","51.1","T2","5 months Post Infection",94.5,"Low","10^6","CTL","T2_10^6","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1222","a4c08d2783d9e9e3a54020e325fe5bd8","LK16S009-378",0.178707224334601,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-06","50.4","T1","2 months Post Infection",52.5,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"422","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-378",0.174144486692015,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-06","50.4","T1","2 months Post Infection",52.5,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1227","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-391",0.173324306025728,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-391_S203_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-19","49.2","T2","5 months Post Infection",470,"Low","Mock","CTL","T2_Mock ","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"1242","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-388",0.170978627671541,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-16","52.4","T1","2 months Post Infection",160000,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"540","45046ad4689a02bd4ef603f649764f1b","LK16S009-395",0.165461121157324,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-395_S207_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-23","50.4","T2","5 months Post Infection",449,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"691","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-383",0.164864864864865,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-11","51.4","T1","2 months Post Infection",136000,"High","10^6","CTL","T1_10^6","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"419","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-388",0.163667041619798,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-16","52.4","T1","2 months Post Infection",160000,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"855","747bdad4b6221710f569298075a92bb1","LK16S009-376",0.159192825112108,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-376_S188_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-376_S188_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-04","50.2","T1","2 months Post Infection",31.2,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"638","4f7674b8e5da44ec70c8bfedde1aebc1","LK16S009-377",0.158738501971091,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-05","50.3","T1","2 months Post Infection",90.6,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"1434","cd6018ff4b88a82f603282e835f496ef","LK16S009-377",0.155584756898817,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-05","50.3","T1","2 months Post Infection",90.6,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1246","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-394",0.155534351145038,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-22","50.3","T2","5 months Post Infection",854,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"536","45046ad4689a02bd4ef603f649764f1b","LK16S009-394",0.153625954198473,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-394_S206_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-22","50.3","T2","5 months Post Infection",854,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"566","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-384",0.149812734082397,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-384_S196_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-384_S196_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-12","51.5","T1","2 months Post Infection",13200,"Low","10^6","CTL","T1_10^6","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"1505","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-396",0.147540983606557,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-396_S208_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-396_S208_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-24","50.5","T2","5 months Post Infection",86.4,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"761","58f641ee47107319380adc34424af6ac","LK16S009-398",0.146364494806421,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-398_S210_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-398_S210_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-26","51.2","T2","5 months Post Infection",811,"Low","10^6","CTL","T2_10^6","Cleared","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium"
"1504","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-401",0.145264847512039,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-29","51.5","T2","5 months Post Infection",85700,"High","10^6","CTL","T2_10^6","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"1521","dbbc63b3f43b8a88686db2cea99f071e","LK16S009-398",0.144475920679887,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-398_S210_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-398_S210_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-26","51.2","T2","5 months Post Infection",811,"Low","10^6","CTL","T2_10^6","Cleared","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia"
"696","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-387",0.142857142857143,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-387_S199_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-387_S199_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-15","52.3","T1","2 months Post Infection",609,"Low","10^8","CTL","T1_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"428","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-377",0.1419185282523,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-377_S189_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-05","50.3","T1","2 months Post Infection",90.6,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"86","0660cd45cc4ba3b97eb83f60c4889a61","LK16S009-379",0.137931034482759,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-07","50.5","T1","2 months Post Infection",591,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira"
"1443","cd6018ff4b88a82f603282e835f496ef","LK16S009-388",0.137232845894263,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-388_S200_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-16","52.4","T1","2 months Post Infection",160000,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1253","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-405",0.135791757049892,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-33","52.4","T2","5 months Post Infection",43200,"High","10^8","CTL","T2_10^8","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"104","0718aabc96bfd2193de5fb0c94067ffa","LK16S009-401",0.135634028892456,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-29","51.5","T2","5 months Post Infection",85700,"High","10^6","CTL","T2_10^6","Persistent","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Cloacibacterium"
"423","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-396",0.133489461358314,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-396_S208_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-396_S208_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-24","50.5","T2","5 months Post Infection",86.4,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"441","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-383",0.132432432432432,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-11","51.4","T1","2 months Post Infection",136000,"High","10^6","CTL","T1_10^6","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1433","cd6018ff4b88a82f603282e835f496ef","LK16S009-385",0.131009830205541,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-385_S197_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-13","52.1","T1","2 months Post Infection",27600,"High","10^8","CTL","T1_10^8","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"431","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-379",0.12876220849113,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-379_S191_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-07","50.5","T1","2 months Post Infection",591,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"709","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-393",0.127487562189055,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-393_S205_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-393_S205_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-21","50.2","T2","5 months Post Infection",78.4,"Low","10^4","CTL","T2_10^4","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"241","1deda6e72ef7720ead800df8311f24fc","LK16S009-383",0.126126126126126,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-383_S195_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-11","51.4","T1","2 months Post Infection",136000,"High","10^6","CTL","T1_10^6","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix"
"281","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-378",0.125855513307985,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-378_S190_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-06","50.4","T1","2 months Post Infection",52.5,"Low","10^4","CTL","T1_10^4","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"4","004dffba83f6f9581d92c833ff76b401","LK16S009-405",0.125379609544469,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-405_S217_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-33","52.4","T2","5 months Post Infection",43200,"High","10^8","CTL","T2_10^8","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"706","51f28b14ac054ba7571df1ee8b5ed45c","LK16S009-401",0.125200642054575,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-401_S213_L001_R2_001.fastq.gz","E5","Infect Dose Curve","E5-29","51.5","T2","5 months Post Infection",85700,"High","10^6","CTL","T2_10^6","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
