"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Tp.Cage","Tp.ABX","NaturalMicro","Infected","InfectStage2","InfectStageDepo","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","InfectStage","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Tp.Infect","ABX.Infect","Tp.ABX.Infect","InfectionStage","InfectStagePreUM","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2956","492c9d99645d6866290affabd62e6c23","LKMB005_041",0.624610412097426,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R2_001.fastq.gz","08-04--MP5-4","LKMB005_041","Pilot","E2","4-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","Low","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"1009","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-021",0.612359550561798,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_021_S21_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_021_S21_R2_001.fastq.gz","07-28-M8-3","LK16S004_021","Baseline","E3","7/28/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"2907","492c9d99645d6866290affabd62e6c23","LKMB005_036",0.545617351507313,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2","2","2","None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"8899","f36c161e4341ca7c0fd5d7615f736706","LK16S004-052",0.5418410041841,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R2_001.fastq.gz","08-12-M6-1","LK16S004_052","Baseline","E3","8/12/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Untouched","None_Untouched","Tp2_None_Untouched","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"8897","f36c161e4341ca7c0fd5d7615f736706","LK16S004-095",0.535714285714286,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_095_S97_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_095_S97_R2_001.fastq.gz","08-19-M08-5","LK16S004_095","Baseline","E3","8/19/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Tp3_Cage8","Tp3_None","Post-Depo","Mock","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Mock","None_Mock","Tp3_None_Mock","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"7677","dc24a3607176ef6da2dc7d02bc8070fa","LK16S004-071",0.499831280580395,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_071_S71_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_071_S71_R2_001.fastq.gz","08-12-M11-2","LK16S004_071","Baseline","E3","8/12/20","M11-2","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp2","Timepoint 2","2","2","None","Tp2_Cage11","Tp2_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Infected","None_Infected","Tp2_None_Infected","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"3183","512699b99a04e60a592db5b38aaa91d6","LK16S004-071",0.498354985658849,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_071_S71_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_071_S71_R2_001.fastq.gz","08-12-M11-2","LK16S004_071","Baseline","E3","8/12/20","M11-2","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp2","Timepoint 2","2","2","None","Tp2_Cage11","Tp2_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Infected","None_Infected","Tp2_None_Infected","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae","Gemella",NA
"7647","dc24a3607176ef6da2dc7d02bc8070fa","LK16S004-060",0.482792527040315,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_060_S60_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_060_S60_R2_001.fastq.gz","08-12-M08-2","LK16S004_060","Baseline","E3","8/12/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp2","Timepoint 2","2","2","None","Tp2_Cage8","Tp2_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Mock","None_Mock","Tp2_None_Mock","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"4654","8632dac767a978f390c0739543c2a1a6","LK16S004-102",0.478792510508216,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R2_001.fastq.gz","08-19-M11-1","LK16S004_102","Baseline","E3","8/19/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Tp3_Cage11","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN3",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","High ","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"1038","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-023",0.456140350877193,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_023_S23_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_023_S23_R2_001.fastq.gz","07-28-M8-5","LK16S004_023","Baseline","E3","7/28/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"8937","f36c161e4341ca7c0fd5d7615f736706","LK16S004-087",0.451734539969834,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_087_S87_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_087_S87_R2_001.fastq.gz","08-19-M6-4","LK16S004_087","Baseline","E3","8/19/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Tp3_Cage6","Tp3_None","Untouched","Untouched","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Untouched","None_Untouched","Tp3_None_Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"3755","5f9c632fdbb71b06c495aed0fa3795ea","LK16S004-031",0.448529411764706,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_031_S31_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_031_S31_R2_001.fastq.gz","07-28-M11-2","LK16S004_031","Baseline","E3","7/28/20","M11-2","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp1","Timepoint 1","1","0","None","Tp1_Cage11","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"2922","492c9d99645d6866290affabd62e6c23","LKMB005_042",0.438200986989681,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R2_001.fastq.gz","08-04--MP6-1","LKMB005_042","Pilot","E2","4-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"8928","f36c161e4341ca7c0fd5d7615f736706","LK16S004-030",0.431554524361949,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_030_S30_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_030_S30_R2_001.fastq.gz","07-28-M11-1","LK16S004_030","Baseline","E3","7/28/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp1","Timepoint 1","1","0","None","Tp1_Cage11","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN3",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","High ","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"8922","f36c161e4341ca7c0fd5d7615f736706","LK16S004-089",0.421420256111758,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R2_001.fastq.gz","08-19-M7-2","LK16S004_089","Baseline","E3","8/19/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Tp3_Cage7","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN3",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"8912","f36c161e4341ca7c0fd5d7615f736706","LK16S004-090",0.412,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R2_001.fastq.gz","08-19-M7-3","LK16S004_090","Baseline","E3","8/19/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Tp3_Cage7","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN2",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"1060","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-014",0.394658753709199,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_014_S14_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_014_S14_R2_001.fastq.gz","07-28-M6-3","LK16S004_014","Baseline","E3","7/28/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"8901","f36c161e4341ca7c0fd5d7615f736706","LK16S004-016",0.391836734693878,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_016_S16_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_016_S16_R2_001.fastq.gz","07-28-M07-1","LK16S004_016","Baseline","E3","7/28/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp1","Timepoint 1","1","0","None","Tp1_Cage7","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"8933","f36c161e4341ca7c0fd5d7615f736706","LK16S004-086",0.364251207729469,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_086_S86_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_086_S86_R2_001.fastq.gz","08-19-M6-3","LK16S004_086","Baseline","E3","8/19/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Tp3_Cage6","Tp3_None","Untouched","Untouched","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Untouched","None_Untouched","Tp3_None_Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"2911","492c9d99645d6866290affabd62e6c23","LKMB005_043",0.358955765047136,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R2_001.fastq.gz","08-04--MP6-2","LKMB005_043","Pilot","E2","4-Aug","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"6600","c3c6b35a7e7fd0a56aab3c29bd47737b","LK16S004-056",0.355597365945437,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R2_001.fastq.gz","08-12-M7-1","LK16S004_056","Baseline","E3","8/12/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp2","Timepoint 2","2","2","None","Tp2_Cage7","Tp2_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Infected","None_Infected","Tp2_None_Infected","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"8891","f36c161e4341ca7c0fd5d7615f736706","LK16S004-085",0.341463414634146,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_085_S85_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_085_S85_R2_001.fastq.gz","08-19-M6-2","LK16S004_085","Baseline","E3","8/19/20","M6-2","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Tp3_Cage6","Tp3_None","Untouched","Untouched","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Untouched","None_Untouched","Tp3_None_Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"8945","f36c161e4341ca7c0fd5d7615f736706","LK16S004-054",0.33616298811545,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R2_001.fastq.gz","08-12-M6-3","LK16S004_054","Baseline","E3","8/12/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Untouched","None_Untouched","Tp2_None_Untouched","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"1021","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-022",0.334969325153374,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_022_S22_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_022_S22_R2_001.fastq.gz","07-28-M8-4","LK16S004_022","Baseline","E3","7/28/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"8939","f36c161e4341ca7c0fd5d7615f736706","LK16S004-032",0.32703213610586,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_032_S32_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_032_S32_R2_001.fastq.gz","07-28-M11-3","LK16S004_032","Baseline","E3","7/28/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp1","Timepoint 1","1","0","None","Tp1_Cage11","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"8885","f36c161e4341ca7c0fd5d7615f736706","LK16S004-017",0.326612903225806,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_017_S17_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_017_S17_R2_001.fastq.gz","07-28-M07-2","LK16S004_017","Baseline","E3","7/28/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp1","Timepoint 1","1","0","None","Tp1_Cage7","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN3",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"8918","f36c161e4341ca7c0fd5d7615f736706","LK16S004-093",0.310077519379845,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R2_001.fastq.gz","08-19-M08-3","LK16S004_093","Baseline","E3","8/19/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Tp3_Cage8","Tp3_None","Post-Depo","Mock","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Mock","None_Mock","Tp3_None_Mock","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"7257","d51b58b1f2535cb5d3fb7df63f20cd6d","LKMB005_043",0.30414551607445,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R2_001.fastq.gz","08-04--MP6-2","LKMB005_043","Pilot","E2","4-Aug","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","lividum"
"8892","f36c161e4341ca7c0fd5d7615f736706","LK16S004-088",0.277173913043478,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R2_001.fastq.gz","08-19-M7-1","LK16S004_088","Baseline","E3","8/19/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Tp3_Cage7","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
